ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,CDD0,CDD10,CLRSKY_SFC_SW_DWN,HDD18_3,T2M,Date,site_id
8.62,7.25,11.46,20.93,10.93,-999.0,0.0,19.81,2018-07-06,4
8.11,8.09,11.44,19.71,9.71,-999.0,0.0,19.12,2018-07-07,4
7.84,8.45,11.43,18.45,8.45,8.47,0.0,17.98,2018-07-08,4
7.87,8.36,11.41,20.13,10.13,8.43,0.0,19.61,2018-07-09,4
7.83,8.46,11.4,19.99,9.99,8.48,0.0,18.95,2018-07-10,4
8.54,6.71,11.38,19.32,9.32,8.47,0.0,18.38,2018-07-11,4
9.58,-999.0,-999.0,19.31,9.31,-999.0,0.0,18.69,2018-07-12,4
9.53,6.53,11.35,20.35,10.35,-999.0,0.0,19.68,2018-07-13,4
8.63,7.74,11.33,18.97,8.97,8.16,0.0,18.15,2018-07-14,4
8.72,6.54,11.31,17.78,7.78,-999.0,0.52,17.26,2018-07-15,4
8.66,6.53,11.29,18.91,8.91,8.42,0.0,18.1,2018-07-16,4
9.07,6.06,11.27,19.02,9.02,-999.0,0.0,18.37,2018-07-17,4
9.21,5.62,11.24,19.07,9.07,-999.0,0.0,18.28,2018-07-18,4
8.97,6.21,11.22,19.72,9.72,-999.0,0.0,18.38,2018-07-19,4
9.45,6.51,11.2,19.2,9.2,7.96,0.0,18.74,2018-07-20,4
9.28,6.86,11.17,20.16,10.16,7.89,0.0,19.37,2018-07-21,4
9.35,6.59,11.15,19.71,9.71,-999.0,0.0,19.06,2018-07-22,4
9.14,6.44,11.12,19.87,9.87,8.05,0.0,19.04,2018-07-23,4
9.39,6.11,11.1,19.93,9.93,-999.0,0.0,19.1,2018-07-24,4
9.17,6.31,11.07,20.99,10.99,8.07,0.0,19.52,2018-07-25,4
9.54,5.5,11.04,19.7,9.7,-999.0,0.0,18.33,2018-07-26,4
9.24,5.46,11.01,18.1,8.1,8.16,0.2,17.16,2018-07-27,4
8.89,6.32,10.98,18.25,8.25,8.13,0.05,17.19,2018-07-28,4
9.04,5.83,10.95,16.68,6.68,-999.0,1.62,16.06,2018-07-29,4
8.98,6.16,10.92,18.4,8.4,-999.0,0.0,17.23,2018-07-30,4
9.11,5.74,10.88,17.99,7.99,-999.0,0.31,16.94,2018-07-31,4
8.67,5.94,10.85,17.74,7.74,7.99,0.56,16.86,2018-08-01,4
8.28,7.44,10.82,16.9,6.9,-999.0,1.4,16.04,2018-08-02,4
8.26,6.81,10.78,19.01,9.01,8.01,0.0,17.98,2018-08-03,4
7.88,7.51,10.74,19.74,9.74,7.98,0.0,18.43,2018-08-04,4
8.34,6.24,10.71,18.73,8.73,8.04,0.0,17.74,2018-08-05,4
8.49,6.96,10.67,20.11,10.11,7.93,0.0,18.6,2018-08-06,4
8.64,5.76,10.63,17.08,7.08,-999.0,1.22,16.38,2018-08-07,4
8.56,6.44,10.59,18.69,8.69,7.85,0.0,17.65,2018-08-08,4
8.59,6.91,10.55,20.02,10.02,-999.0,0.0,19.12,2018-08-09,4
8.49,7.02,10.51,20.09,10.09,-999.0,0.0,19.38,2018-08-10,4
8.11,7.59,10.47,19.71,9.71,7.65,0.0,18.78,2018-08-11,4
8.98,5.76,10.42,19.48,9.48,7.57,0.0,18.27,2018-08-12,4
8.81,5.63,10.38,17.35,7.35,7.55,0.95,16.4,2018-08-13,4
9.18,4.85,10.33,16.97,6.97,-999.0,1.33,16.24,2018-08-14,4
8.84,6.14,10.29,17.55,7.55,7.47,0.75,16.91,2018-08-15,4
8.52,7.34,10.24,18.54,8.54,7.48,0.0,17.59,2018-08-16,4
8.68,6.59,10.2,20.26,10.26,7.51,0.0,19.18,2018-08-17,4
8.72,5.65,10.15,20.55,10.55,7.61,0.0,19.37,2018-08-18,4
8.51,4.55,10.1,18.69,8.69,7.68,0.0,17.58,2018-08-19,4
8.77,4.2,10.05,17.64,7.64,-999.0,0.66,16.39,2018-08-20,4
9.16,3.82,10.0,17.24,7.24,-999.0,1.06,16.33,2018-08-21,4
8.98,4.24,9.95,17.99,7.99,7.39,0.31,16.75,2018-08-22,4
8.76,5.31,9.9,16.93,6.93,-999.0,1.37,16.09,2018-08-23,4
8.73,5.07,9.84,17.0,7.0,7.32,1.3,16.06,2018-08-24,4
8.72,4.82,9.79,17.49,7.49,-999.0,0.81,16.26,2018-08-25,4
8.59,5.38,9.73,16.74,6.74,7.27,1.56,15.93,2018-08-26,4
9.17,4.28,9.68,17.56,7.56,-999.0,0.74,16.56,2018-08-27,4
8.74,4.2,9.62,17.26,7.26,-999.0,1.04,16.43,2018-08-28,4
8.35,5.78,9.58,17.89,7.89,7.1,0.41,17.35,2018-08-29,4
8.79,5.22,9.53,17.89,7.89,-999.0,0.41,17.35,2018-08-30,4
8.34,6.79,9.48,19.12,9.12,6.98,0.0,17.81,2018-08-31,4
8.48,4.68,9.43,18.68,8.68,-999.0,0.0,17.53,2018-09-01,4
8.67,4.82,9.38,19.16,9.16,6.91,0.0,17.73,2018-09-02,4
9.06,5.03,9.33,18.03,8.03,-999.0,0.27,16.82,2018-09-03,4
8.92,4.69,9.28,18.77,8.77,6.81,0.0,17.4,2018-09-04,4
8.92,3.92,9.23,17.04,7.04,6.72,1.26,15.83,2018-09-05,4
8.98,3.95,9.17,17.12,7.12,6.73,1.18,16.42,2018-09-06,4
8.44,4.98,9.12,18.98,8.98,6.76,0.0,17.93,2018-09-07,4
7.43,6.62,9.07,19.33,9.33,6.7,0.0,18.1,2018-09-08,4
7.55,6.59,9.01,19.22,9.22,6.74,0.0,17.87,2018-09-09,4
7.5,6.63,8.96,19.44,9.44,6.66,0.0,17.99,2018-09-10,4
7.16,6.6,8.9,17.74,7.74,6.6,0.56,16.58,2018-09-11,4
7.52,5.83,8.84,17.0,7.0,-999.0,1.3,16.0,2018-09-12,4
7.6,6.29,8.79,16.92,6.92,6.39,1.38,16.05,2018-09-13,4
7.71,5.79,8.73,16.89,6.89,6.41,1.41,16.1,2018-09-14,4
7.51,5.73,8.67,16.03,6.03,6.37,2.27,15.31,2018-09-15,4
7.42,6.16,8.61,16.75,6.75,6.3,1.55,15.88,2018-09-16,4
7.85,5.93,8.55,16.19,6.19,-999.0,2.11,15.24,2018-09-17,4
7.91,4.07,8.49,16.44,6.44,6.21,1.86,15.23,2018-09-18,4
7.23,6.15,8.43,18.43,8.43,6.21,0.0,17.18,2018-09-19,4
7.2,6.17,8.37,21.37,11.37,6.17,0.0,20.26,2018-09-20,4
7.94,4.61,8.31,20.34,10.34,-999.0,0.0,19.29,2018-09-21,4
8.36,4.36,8.25,17.84,7.84,6.02,0.46,16.94,2018-09-22,4
7.13,5.96,8.19,17.85,7.85,5.98,0.45,16.46,2018-09-23,4
7.79,5.17,8.12,19.75,9.75,5.99,0.0,17.97,2018-09-24,4
8.41,3.9,8.06,19.27,9.27,5.89,0.0,17.81,2018-09-25,4
8.82,4.17,8.0,21.29,11.29,-999.0,0.0,18.91,2018-09-26,4
8.94,4.16,7.93,18.46,8.46,-999.0,0.0,16.94,2018-09-27,4
8.91,3.59,7.87,16.23,6.23,-999.0,2.07,15.17,2018-09-28,4
8.42,3.8,7.8,17.19,7.19,-999.0,1.11,16.54,2018-09-29,4
8.4,4.24,7.74,18.79,8.79,-999.0,0.0,17.7,2018-09-30,4
8.84,3.11,7.67,18.73,8.73,-999.0,0.0,17.96,2018-10-01,4
9.11,3.08,7.61,20.93,10.93,-999.0,0.0,19.66,2018-10-02,4
8.96,3.47,7.54,18.77,8.77,-999.0,0.0,18.29,2018-10-03,4
8.22,3.35,7.47,15.54,5.54,-999.0,2.76,15.8,2018-10-04,4
7.67,5.16,7.41,16.84,6.84,5.2,1.46,15.92,2018-10-05,4
7.57,5.16,7.34,17.94,7.94,5.22,0.36,17.75,2018-10-06,4
7.31,5.18,7.27,19.7,9.7,5.23,0.0,18.91,2018-10-07,4
7.66,5.08,7.2,20.35,10.35,5.08,0.0,19.16,2018-10-08,4
8.15,3.67,7.14,18.65,8.65,-999.0,0.0,17.01,2018-10-09,4
7.86,4.74,7.07,16.72,6.72,-999.0,1.58,15.32,2018-10-10,4
7.72,4.74,7.0,17.11,7.11,4.9,1.19,15.76,2018-10-11,4
7.43,4.85,6.93,19.4,9.4,4.91,0.0,17.7,2018-10-12,4
7.87,4.06,6.87,18.15,8.15,4.96,0.15,16.71,2018-10-13,4
7.32,4.81,6.8,17.88,7.88,4.94,0.42,16.38,2018-10-14,4
6.76,4.9,6.73,18.62,8.62,4.93,0.0,17.09,2018-10-15,4
7.47,4.37,6.66,18.22,8.22,4.85,0.08,16.62,2018-10-16,4
8.01,4.14,6.59,17.51,7.51,4.75,0.79,15.69,2018-10-17,4
7.72,4.49,6.53,18.03,8.03,4.69,0.27,16.21,2018-10-18,4
8.11,4.12,6.47,19.79,9.79,-999.0,0.0,17.93,2018-10-19,4
8.14,3.86,6.41,18.34,8.34,4.59,0.0,16.69,2018-10-20,4
8.25,3.71,6.36,16.36,6.36,-999.0,1.94,14.83,2018-10-21,4
7.91,3.79,6.3,14.95,4.95,4.49,3.35,13.68,2018-10-22,4
7.61,3.54,6.24,14.26,4.26,-999.0,4.04,13.32,2018-10-23,4
7.89,4.06,6.19,16.52,6.52,4.25,1.78,15.3,2018-10-24,4
7.84,4.09,6.13,18.05,8.05,4.25,0.25,16.35,2018-10-25,4
8.35,3.58,6.08,18.84,8.84,-999.0,0.0,17.37,2018-10-26,4
8.02,3.96,6.02,18.42,8.42,-999.0,0.0,17.05,2018-10-27,4
8.11,3.06,5.97,16.84,6.84,-999.0,1.46,15.99,2018-10-28,4
7.21,3.98,5.91,15.55,5.55,-999.0,2.75,14.35,2018-10-29,4
7.0,4.09,5.86,16.59,6.59,4.16,1.71,15.36,2018-10-30,4
7.8,3.84,5.8,17.76,7.76,-999.0,0.54,16.83,2018-10-31,4
7.9,3.87,5.75,20.17,10.17,-999.0,0.0,18.77,2018-11-01,4
7.42,3.9,5.69,19.28,9.28,3.95,0.0,17.87,2018-11-02,4
7.27,3.73,5.64,19.6,9.6,3.99,0.0,17.76,2018-11-03,4
7.53,3.86,5.59,16.25,6.25,-999.0,2.05,15.15,2018-11-04,4
7.27,3.76,5.54,16.88,6.88,3.81,1.42,15.33,2018-11-05,4
6.78,3.9,5.48,16.52,6.52,3.9,1.78,15.06,2018-11-06,4
7.04,3.73,5.43,17.03,7.03,3.78,1.27,15.52,2018-11-07,4
6.22,3.78,5.38,15.12,5.12,3.93,3.18,13.86,2018-11-08,4
6.14,3.47,5.33,14.29,4.29,3.89,4.01,13.15,2018-11-09,4
6.29,3.29,5.28,12.79,2.79,3.76,5.51,12.2,2018-11-10,4
6.17,3.53,5.24,13.46,3.46,3.78,4.84,12.53,2018-11-11,4
6.36,3.49,5.19,13.74,3.74,3.7,4.56,13.0,2018-11-12,4
7.29,2.07,5.14,12.64,2.64,-999.0,5.66,12.17,2018-11-13,4
6.33,3.35,5.1,12.97,2.97,3.6,5.33,12.14,2018-11-14,4
7.18,-999.0,-999.0,12.45,2.45,-999.0,5.85,12.03,2018-11-15,4
6.81,3.11,5.01,12.41,2.41,3.46,5.89,12.09,2018-11-16,4
7.25,2.89,4.96,12.44,2.44,3.36,5.86,11.39,2018-11-17,4
7.24,2.85,4.92,12.81,2.81,-999.0,5.49,11.57,2018-11-18,4
7.28,2.43,4.88,12.85,2.85,-999.0,5.45,12.79,2018-11-19,4
7.39,3.06,4.84,13.29,3.29,-999.0,5.01,13.0,2018-11-20,4
8.29,1.07,4.8,14.01,4.01,-999.0,4.29,13.47,2018-11-21,4
7.8,2.74,4.76,13.41,3.41,-999.0,4.89,13.46,2018-11-22,4
8.68,0.85,4.72,14.35,4.35,-999.0,3.95,14.33,2018-11-23,4
7.77,2.73,4.68,14.3,4.3,-999.0,4.0,13.9,2018-11-24,4
7.57,2.87,4.65,13.92,3.92,3.05,4.38,13.36,2018-11-25,4
7.55,2.36,4.61,13.33,3.33,-999.0,4.97,12.9,2018-11-26,4
8.33,0.82,4.58,12.5,2.5,-999.0,5.8,12.6,2018-11-27,4
8.36,2.2,4.55,14.65,4.65,-999.0,3.65,14.16,2018-11-28,4
7.72,1.96,4.52,12.88,2.88,-999.0,5.42,13.12,2018-11-29,4
6.91,2.86,4.49,11.89,1.89,-999.0,6.41,11.18,2018-11-30,4
7.36,2.36,4.46,10.69,0.69,-999.0,7.61,10.89,2018-12-01,4
6.59,2.92,4.43,9.63,0.0,-999.0,8.67,8.87,2018-12-02,4
7.77,2.44,4.41,8.54,0.0,-999.0,9.76,8.47,2018-12-03,4
8.29,0.64,4.38,10.75,0.75,-999.0,7.55,9.91,2018-12-04,4
8.42,1.35,4.36,11.18,1.18,-999.0,7.12,10.41,2018-12-05,4
7.26,2.76,4.33,11.44,1.44,2.79,6.86,11.02,2018-12-06,4
6.73,2.8,4.31,11.67,1.67,2.82,6.63,11.02,2018-12-07,4
6.65,2.79,4.29,10.55,0.55,2.84,7.75,10.27,2018-12-08,4
7.41,1.23,4.28,8.96,0.0,-999.0,9.34,8.72,2018-12-09,4
7.64,1.87,4.26,10.8,0.8,-999.0,7.5,9.5,2018-12-10,4
6.89,2.71,4.24,10.06,0.06,2.8,8.24,9.62,2018-12-11,4
6.94,2.77,4.23,11.77,1.77,2.81,6.53,10.73,2018-12-12,4
6.93,2.77,4.22,10.79,0.79,2.81,7.51,10.13,2018-12-13,4
8.0,1.9,4.21,11.5,1.5,-999.0,6.8,11.74,2018-12-14,4
8.11,0.86,4.2,13.36,3.36,-999.0,4.94,12.48,2018-12-15,4
8.5,0.51,4.19,13.07,3.07,-999.0,5.23,13.23,2018-12-16,4
7.49,2.07,4.18,11.94,1.94,-999.0,6.36,11.23,2018-12-17,4
7.39,2.47,4.18,12.29,2.29,-999.0,6.01,11.72,2018-12-18,4
7.46,2.06,4.17,12.38,2.38,-999.0,5.92,12.3,2018-12-19,4
8.17,1.27,4.17,9.8,0.0,-999.0,8.5,9.72,2018-12-20,4
7.96,1.62,4.17,11.15,1.15,-999.0,7.15,11.22,2018-12-21,4
7.27,1.79,4.17,9.78,0.0,-999.0,8.52,9.4,2018-12-22,4
7.68,2.24,4.17,11.51,1.51,-999.0,6.79,10.99,2018-12-23,4
8.35,0.76,4.18,11.97,1.97,-999.0,6.33,11.39,2018-12-24,4
6.79,2.73,4.18,10.59,0.59,2.77,7.71,9.67,2018-12-25,4
6.98,2.68,4.19,9.99,0.0,2.76,8.31,9.14,2018-12-26,4
6.34,2.77,4.2,9.49,0.0,2.82,8.81,8.83,2018-12-27,4
6.25,2.78,4.21,8.64,0.0,2.82,9.66,7.76,2018-12-28,4
6.91,2.67,4.22,9.69,0.0,2.74,8.61,9.27,2018-12-29,4
6.9,2.64,4.23,9.99,0.0,2.79,8.31,8.86,2018-12-30,4
6.21,2.87,4.24,7.9,0.0,2.91,10.4,7.77,2018-12-31,4
5.93,2.89,4.26,6.55,0.0,2.93,11.75,6.35,2019-01-01,4
6.69,0.41,1.74,3.68,0.0,-999.0,14.62,3.62,2016-01-01,5
7.32,0.4,1.75,7.21,0.0,-999.0,11.09,7.06,2016-01-02,5
6.92,0.09,1.77,5.27,0.0,-999.0,13.03,5.58,2016-01-03,5
7.0,0.53,1.79,6.01,0.0,-999.0,12.29,5.79,2016-01-04,5
6.86,0.52,1.81,6.48,0.0,-999.0,11.82,6.22,2016-01-05,5
7.1,0.48,1.83,4.4,0.0,-999.0,13.9,4.27,2016-01-06,5
6.57,0.36,1.85,3.55,0.0,-999.0,14.75,4.41,2016-01-07,5
6.44,0.68,1.87,3.57,0.0,-999.0,14.73,3.33,2016-01-08,5
7.09,0.5,1.9,6.21,0.0,-999.0,12.09,6.3,2016-01-09,5
6.39,0.84,1.93,4.18,0.0,1.0,14.12,3.98,2016-01-10,5
6.83,0.32,1.95,3.17,0.0,-999.0,15.13,3.12,2016-01-11,5
6.59,0.64,1.98,4.2,0.0,-999.0,14.1,3.83,2016-01-12,5
6.26,0.83,2.01,2.25,0.0,-999.0,16.05,2.4,2016-01-13,5
6.28,0.5,2.04,1.18,0.0,-999.0,17.12,1.27,2016-01-14,5
5.49,1.07,2.07,1.58,0.0,1.11,16.72,0.79,2016-01-15,5
5.99,0.95,2.11,0.04,0.0,-999.0,18.26,-0.62,2016-01-16,5
6.94,0.51,2.14,0.39,0.0,-999.0,17.91,0.26,2016-01-17,5
6.51,0.7,2.18,0.09,0.0,-999.0,18.21,0.72,2016-01-18,5
5.81,1.06,2.21,0.11,0.0,1.2,18.19,-0.73,2016-01-19,5
6.04,0.98,2.25,0.73,0.0,-999.0,17.57,0.1,2016-01-20,5
6.89,0.51,2.29,0.64,0.0,-999.0,17.66,0.63,2016-01-21,5
7.03,0.37,2.33,5.7,0.0,-999.0,12.6,5.12,2016-01-22,5
6.83,0.76,2.37,5.79,0.0,-999.0,12.51,6.03,2016-01-23,5
7.83,0.39,2.41,10.2,0.2,-999.0,8.1,10.45,2016-01-24,5
7.25,0.72,2.46,8.52,0.0,-999.0,9.78,8.48,2016-01-25,5
7.34,0.22,-999.0,7.66,0.0,-999.0,10.64,7.82,2016-01-26,5
7.26,0.41,2.55,7.82,0.0,-999.0,10.48,9.09,2016-01-27,5
6.25,1.26,2.59,3.96,0.0,1.49,14.34,3.9,2016-01-28,5
7.64,0.89,2.64,9.65,0.0,-999.0,8.65,9.61,2016-01-29,5
6.32,1.42,2.68,4.38,0.0,1.61,13.92,3.82,2016-01-30,5
7.56,0.41,2.73,5.9,0.0,-999.0,12.4,6.14,2016-01-31,5
7.3,0.93,2.78,9.0,0.0,-999.0,9.3,9.07,2016-02-01,5
6.18,1.37,2.83,4.45,0.0,1.68,13.85,4.72,2016-02-02,5
6.32,1.1,2.88,3.58,0.0,-999.0,14.72,2.9,2016-02-03,5
7.59,0.76,2.94,6.83,0.0,-999.0,11.47,7.96,2016-02-04,5
7.5,0.65,3.0,8.55,0.0,-999.0,9.75,8.3,2016-02-05,5
7.59,0.5,3.07,7.73,0.0,-999.0,10.57,7.89,2016-02-06,5
6.74,1.28,3.13,5.85,0.0,-999.0,12.45,5.26,2016-02-07,5
6.85,0.87,3.2,5.41,0.0,-999.0,12.89,5.95,2016-02-08,5
6.02,1.72,3.27,3.3,0.0,-999.0,15.0,2.79,2016-02-09,5
6.06,1.71,3.33,3.49,0.0,2.04,14.81,3.02,2016-02-10,5
5.92,2.01,3.4,2.77,0.0,2.1,15.53,1.4,2016-02-11,5
6.29,1.44,3.47,2.23,0.0,-999.0,16.07,1.56,2016-02-12,5
6.69,0.92,3.54,2.44,0.0,-999.0,15.86,2.03,2016-02-13,5
6.02,1.91,3.61,1.73,0.0,-999.0,16.57,1.47,2016-02-14,5
5.39,2.2,3.68,0.99,0.0,2.3,17.31,0.19,2016-02-15,5
5.77,2.26,3.75,1.01,0.0,2.34,17.29,0.78,2016-02-16,5
7.24,0.47,3.83,2.28,0.0,-999.0,16.02,2.02,2016-02-17,5
5.88,2.36,3.9,2.65,0.0,2.46,15.65,1.88,2016-02-18,5
6.37,2.13,3.97,3.5,0.0,-999.0,14.8,3.5,2016-02-19,5
7.41,0.82,4.05,7.64,0.0,-999.0,10.66,7.53,2016-02-20,5
7.86,1.52,4.12,9.9,0.0,-999.0,8.4,9.94,2016-02-21,5
6.46,2.2,4.19,4.33,0.0,-999.0,13.97,4.41,2016-02-22,5
5.8,2.46,4.27,2.54,0.0,-999.0,15.76,2.21,2016-02-23,5
5.38,2.82,4.34,1.28,0.0,2.86,17.02,0.38,2016-02-24,5
6.01,2.68,4.42,1.42,0.0,-999.0,16.88,0.82,2016-02-25,5
6.79,1.7,4.49,1.8,0.0,-999.0,16.5,1.0,2016-02-26,5
6.5,2.07,4.57,1.52,0.0,-999.0,16.78,1.04,2016-02-27,5
6.19,1.72,4.64,2.21,0.0,-999.0,16.09,1.46,2016-02-28,5
6.42,2.43,4.72,2.28,0.0,-999.0,16.02,2.2,2016-02-29,5
7.44,1.64,4.79,7.05,0.0,-999.0,11.25,7.08,2016-03-01,5
6.65,1.41,4.87,3.17,0.0,-999.0,15.13,3.46,2016-03-02,5
6.67,1.85,4.94,3.86,0.0,-999.0,14.44,3.82,2016-03-03,5
6.33,2.23,5.02,1.91,0.0,3.33,16.39,1.66,2016-03-04,5
6.47,2.05,5.1,2.79,0.0,-999.0,15.51,2.31,2016-03-05,5
6.1,2.0,5.18,1.67,0.0,-999.0,16.63,1.15,2016-03-06,5
5.42,3.35,5.27,1.32,0.0,3.54,16.98,0.32,2016-03-07,5
6.93,1.77,5.36,1.78,0.0,-999.0,16.52,2.6,2016-03-08,5
7.31,0.94,5.45,3.17,0.0,-999.0,15.13,2.95,2016-03-09,5
7.05,1.5,5.54,4.32,0.0,-999.0,13.98,4.03,2016-03-10,5
6.41,3.48,5.63,4.66,0.0,3.78,13.64,3.8,2016-03-11,5
6.74,2.77,5.72,5.62,0.0,-999.0,12.68,5.31,2016-03-12,5
6.27,3.46,5.81,5.41,0.0,3.86,12.89,4.36,2016-03-13,5
6.41,3.83,5.9,5.75,0.0,3.94,12.55,4.47,2016-03-14,5
7.15,1.21,5.99,4.62,0.0,-999.0,13.68,4.9,2016-03-15,5
6.86,2.67,6.08,4.58,0.0,4.08,13.72,4.52,2016-03-16,5
6.23,3.62,6.17,4.95,0.0,-999.0,13.35,3.94,2016-03-17,5
7.38,1.07,6.25,3.87,0.0,-999.0,14.43,3.66,2016-03-18,5
7.19,1.46,6.34,5.75,0.0,-999.0,12.55,4.74,2016-03-19,5
6.69,3.52,6.43,5.83,0.0,4.34,12.47,5.47,2016-03-20,5
7.04,1.84,6.51,5.4,0.0,-999.0,12.9,4.69,2016-03-21,5
7.27,2.19,6.6,6.6,0.0,4.44,11.7,6.28,2016-03-22,5
7.59,1.41,6.68,6.74,0.0,-999.0,11.56,6.45,2016-03-23,5
7.55,1.64,6.77,6.05,0.0,-999.0,12.25,6.19,2016-03-24,5
6.49,4.63,6.85,8.15,0.0,4.72,10.15,7.87,2016-03-25,5
7.5,1.27,6.94,8.08,0.0,-999.0,10.22,7.49,2016-03-26,5
6.83,3.46,7.02,6.21,0.0,-999.0,12.09,6.11,2016-03-27,5
6.9,3.13,7.1,5.52,0.0,-999.0,12.78,5.65,2016-03-28,5
6.34,4.03,7.18,5.87,0.0,-999.0,12.43,5.23,2016-03-29,5
6.25,4.08,7.26,5.58,0.0,-999.0,12.72,4.75,2016-03-30,5
6.05,4.4,7.34,5.31,0.0,-999.0,12.99,4.91,2016-03-31,5
7.27,2.76,7.42,5.39,0.0,-999.0,12.91,5.76,2016-04-01,5
7.51,3.96,7.5,9.36,0.0,5.07,8.94,8.27,2016-04-02,5
7.65,4.11,7.58,9.04,0.0,-999.0,9.26,8.77,2016-04-03,5
7.39,2.76,7.66,8.67,0.0,-999.0,9.63,8.27,2016-04-04,5
6.66,3.61,7.76,7.66,0.0,-999.0,10.64,7.04,2016-04-05,5
6.66,3.94,7.85,6.37,0.0,-999.0,11.93,6.22,2016-04-06,5
6.89,2.84,7.93,6.91,0.0,-999.0,11.39,6.12,2016-04-07,5
7.29,2.71,8.02,7.92,0.0,-999.0,10.38,7.26,2016-04-08,5
6.95,3.37,8.11,5.32,0.0,-999.0,12.98,5.93,2016-04-09,5
6.7,4.43,8.19,5.04,0.0,5.69,13.26,5.21,2016-04-10,5
7.71,3.29,8.28,9.6,0.0,-999.0,8.7,9.52,2016-04-11,5
7.4,2.46,8.36,8.52,0.0,-999.0,9.78,8.28,2016-04-12,5
6.96,4.98,8.45,9.19,0.0,-999.0,9.11,9.2,2016-04-13,5
7.69,3.89,8.53,8.95,0.0,-999.0,9.35,8.64,2016-04-14,5
7.95,1.39,8.61,6.53,0.0,-999.0,11.77,6.72,2016-04-15,5
6.76,3.38,8.69,4.09,0.0,-999.0,14.21,3.82,2016-04-16,5
6.27,4.61,8.77,4.48,0.0,-999.0,13.82,4.86,2016-04-17,5
7.28,2.61,8.85,6.78,0.0,-999.0,11.52,7.06,2016-04-18,5
6.4,5.95,8.92,8.16,0.0,6.22,10.14,7.81,2016-04-19,5
5.97,6.28,9.0,7.15,0.0,6.31,11.15,6.98,2016-04-20,5
6.92,5.04,9.07,7.86,0.0,-999.0,10.44,7.87,2016-04-21,5
7.38,3.22,9.15,6.16,0.0,-999.0,12.14,6.88,2016-04-22,5
6.62,4.32,9.22,4.93,0.0,-999.0,13.37,4.99,2016-04-23,5
7.36,2.83,9.29,5.36,0.0,-999.0,12.94,5.69,2016-04-24,5
7.16,3.1,9.36,6.07,0.0,-999.0,12.23,6.36,2016-04-25,5
6.09,4.54,9.43,3.65,0.0,-999.0,14.65,3.49,2016-04-26,5
6.12,4.26,9.49,3.88,0.0,-999.0,14.42,3.67,2016-04-27,5
6.44,3.45,9.56,2.42,0.0,-999.0,15.88,3.61,2016-04-28,5
6.24,5.0,9.62,3.85,0.0,-999.0,14.45,4.01,2016-04-29,5
6.15,4.55,9.69,4.79,0.0,-999.0,13.51,5.18,2016-04-30,5
7.21,4.51,9.75,7.15,0.0,-999.0,11.15,7.77,2016-05-01,5
7.47,2.5,9.81,9.57,0.0,-999.0,8.73,10.19,2016-05-02,5
6.69,4.33,9.87,7.64,0.0,-999.0,10.66,8.21,2016-05-03,5
6.53,6.7,9.93,9.21,0.0,6.94,9.09,9.89,2016-05-04,5
6.75,6.95,9.99,10.32,0.32,7.0,7.98,11.16,2016-05-05,5
7.16,5.51,10.06,12.27,2.27,-999.0,6.03,12.04,2016-05-06,5
7.89,5.86,10.12,14.28,4.28,6.88,4.02,13.91,2016-05-07,5
7.83,6.65,10.19,15.87,5.87,-999.0,2.43,15.81,2016-05-08,5
7.9,6.34,10.25,15.04,5.04,7.0,3.26,14.95,2016-05-09,5
8.65,1.66,10.31,12.76,2.76,-999.0,5.54,12.78,2016-05-10,5
8.64,2.64,10.37,14.09,4.09,-999.0,4.21,13.35,2016-05-11,5
7.49,7.14,10.43,14.3,4.3,7.23,4.0,13.81,2016-05-12,5
8.15,4.58,10.49,10.4,0.4,-999.0,7.9,10.32,2016-05-13,5
6.86,5.28,10.54,7.99,0.0,-999.0,10.31,8.11,2016-05-14,5
7.09,5.74,10.6,8.86,0.0,-999.0,9.44,9.11,2016-05-15,5
7.0,5.78,10.65,9.57,0.0,-999.0,8.73,9.4,2016-05-16,5
7.43,5.4,10.7,9.97,0.0,-999.0,8.33,11.05,2016-05-17,5
8.0,2.67,10.75,10.98,0.98,-999.0,7.32,10.92,2016-05-18,5
7.98,4.44,10.8,11.84,1.84,-999.0,6.46,12.19,2016-05-19,5
8.22,4.24,10.84,13.15,3.15,-999.0,5.15,13.05,2016-05-20,5
8.37,2.99,10.89,12.81,2.81,-999.0,5.49,12.94,2016-05-21,5
7.73,5.15,10.93,12.03,2.03,-999.0,6.27,12.02,2016-05-22,5
7.31,5.54,10.97,11.5,1.5,-999.0,6.8,11.59,2016-05-23,5
7.13,5.78,11.02,10.08,0.08,-999.0,8.22,10.38,2016-05-24,5
7.83,1.78,11.05,8.38,0.0,-999.0,9.92,8.71,2016-05-25,5
7.67,3.22,11.09,11.38,1.38,-999.0,6.92,11.36,2016-05-26,5
7.45,6.45,11.13,11.9,1.9,-999.0,6.4,12.22,2016-05-27,5
7.54,6.24,11.16,12.44,2.44,-999.0,5.86,12.31,2016-05-28,5
7.89,5.17,11.19,11.78,1.78,-999.0,6.52,12.21,2016-05-29,5
7.95,3.66,11.23,12.68,2.68,-999.0,5.62,12.79,2016-05-30,5
8.19,1.92,11.26,11.35,1.35,-999.0,6.95,11.43,2016-05-31,5
8.77,1.46,11.28,12.21,2.21,-999.0,6.09,11.87,2016-06-01,5
